Elem_name	ion.state	Wl	Ei	Ek	Ak	gi	gk	lineLeft	lineRight	bgrLeft	bgrRight	coment
Cr	I	290.634	0.96841324	5.2344047	130000000	3	1					
Cr	I	290.99	0.98287742	5.24364408	68000000	5	3					
Cr	I	291.175	1.00367492	5.2617345	34000000	7	5					
Cr	I	291.2	1.03000806	5.28771005	26000000	9	7					
Cr	II	292.267	3.86441085	8.10657087	90000000	8	10					
Cr	II	293.17	3.71355192	7.942637	110000000	2	4					
Cr	II	293.599	3.82670196	8.04960724	180000000	6	8					
Cr	II	295.422	3.71355192	7.91040883	180000000	2	2					
Cr	II	296.691	3.87070388	8.04960724	54000000	10	8					
Cr	I	296.851	1.00367492	5.18032406	39000000	7	9					
Cr	I	297.198	0.98287742	5.15465532	71000000	5	7					
Cr	II	297.277	3.76810682	7.93877087	200000000	14	14					
Cr	I	297.635	0.96841324	5.13405969	89000000	3	5					
Cr	II	298.061	3.75653126	7.91622942	180000000	12	12					
Cr	I	298.166	0.96097009	5.11919762	51000000	1	3					
Cr	II	298.619	3.74665105	7.89856848	220000000	10	10					
Cr	I	298.952	0.94143042	5.0887264	52000000	5	7					
Cr	II	299.006	3.73895849	7.88550172	220000000	8	8					
Cr	I	299.276	0.96841324	5.11121771	300000000	3	1					
Cr	I	299.494	0.94143042	5.08121834	25000000	5	5					
Cr	I	299.598	0.94143042	5.07978882	43000000	5	5					
Cr	I	299.745	0.98287742	5.11919762	200000000	5	3					
Cr	I	299.966	0.94143042	5.07470726	40700000	5	3					
Cr	I	300.176	1.00367492	5.13405969	160000000	7	5					
Cr	I	300.594	1.03000806	5.15465532	92000000	9	7					
Cr	I	301.459	0.96841324	5.08121834	83000000	3	5					
Cr	I	301.608	0.96097009	5.0717494	163000000	1	3					
Cr	I	302.155	0.96841324	5.0717494	150000000	3	3					
Cr	I	302.244	1.03000806	5.1321332	291000000	9	11					
Cr	I	302.523	0.98287742	5.08121834	127000000	5	5					
Cr	I	303.004	0.98287742	5.07470726	38000000	5	3					
Cr	I	303.113	1.00367492	5.0940418	110000000	7	7					
Cr	I	303.223	0.98287742	5.0717494	31000000	5	3					
Cr	I	303.507	1.00367492	5.0887264	35000000	7	7					
Cr	I	303.793	1.03000806	5.1112167	54000000	9	9	155	155	155	155	ggg
Cr	I	304.173	1.00367492	5.07978882	74000000	7	5					
Cr	I	305.477	1.03000806	5.0887264	79700000	9	7					
Cr	II	311.955	2.42119186	6.39561334	170000000	2	4					
Cr	II	312.127	2.43395932	6.40618989	150000000	4	6					
Cr	II	312.351	4.1775412	8.14693247	44000000	12	12					
Cr	II	312.961	2.43395932	6.39561334	81000000	4	4					
Cr	II	313.759	2.45462173	6.40618989	64000000	6	6					
Cr	I	314.936	2.96741996	6.9042255	56000000	9	11					
Cr	I	315.607	2.98256889	6.9110084	57000000	11	13					
Cr	I	316.153	2.98256889	6.9042255	2700000	11	11					
Cr	I	316.467	3.00044215	6.9181964	60000000	13	15					
Cr	I	317.05	3.00044215	6.9110084	2200000	13	13					
Cr	I	323.866	2.96741996	6.7956796	130000000	9	9					
Cr	I	323.902	2.98256889	6.81041	20000000	11	11					
Cr	I	357.973	0	3.46352849	148000000	7	9	155	155	155	155	ggg
Cr	I	359.453	0	3.44926489	150000000	7	7					
Cr	I	360.637	0	3.43793441	162000000	7	5					
Cr	I	364.083	2.54410014	5.9494793	180000000	13	11					
Cr	I	374.495	2.54410014	5.85480762	76100000	13	13					
Cr	I	374.556	2.54463928	5.85480762	5010000	11	13					
Cr	I	375.824	2.54383615	5.84283485	6160000	5	7					
Cr	I	375.873	2.5442677	5.84283485	41300000	7	7					
Cr	I	375.911	2.54460569	5.84283485	11600000	9	7					
Cr	I	376.931	2.54383615	5.83314465	51000000	5	5					
Cr	I	376.98	2.5442677	5.83314465	11900000	7	5					
Cr	I	380.588	3.01062753	6.26832996	69000000	9	9					
Cr	I	385.063	0.98287742	4.20272344	2300000	5	3					
Cr	I	385.33	0.96841324	4.18602054	7000000	3	1					
Cr	I	388.439	0.98287742	4.17473732	3900000	5	7					
Cr	I	388.631	0.96841324	4.1586902	3900000	3	5	155	155	155	155	ggg
Cr	I	388.79	1.00367492	4.1926538	2200000	7	9					
Cr	I	389.514	0.96097009	4.14402113	3900000	1	3					
Cr	I	390.401	0.98287742	4.1586902	3500000	5	5					
Cr	I	390.427	0.96841324	4.14402113	1800000	3	3					
Cr	I	390.986	1.00367492	4.17473732	6200000	7	7					
Cr	I	391.735	0.96841324	4.13341698	9700000	3	1	155	155	155	155	ggg
Cr	I	392.027	1.03000806	4.1926538	9200000	9	9					
Cr	I	392.213	0.98287742	4.14402113	5800000	5	3					
Cr	I	392.975	1.00367492	4.1586902	5200000	7	5					
Cr	I	394.26	1.03000806	4.17473732	2800000	9	7					
Cr	I	396.481	2.54410014	5.67121951	130000000	13	15					
Cr	I	397.087	2.54463928	5.66698616	120000000	11	13					
Cr	I	398.236	2.70991379	5.82325049	11000000	3	5					
Cr	I	398.503	2.5442677	5.65551992	105000000	7	9					
Cr	I	399.224	2.54383615	5.64946442	107000000	5	7					
Cr	I	400.257	3.89035912	6.9879748	68000000	9	11					
Cr	I	404.023	3.84945609	6.9181964	67000000	15	15					
Cr	I	404.044	3.8496121	6.9181964	6000000	13	15					
Cr	I	404.992	3.8496121	6.9110084	64000000	13	13					
Cr	I	405.092	3.85036371	6.9110084	5600000	11	13					
Cr	I	405.117	2.54383615	5.60429253	1200000	5	3	155	155	155	155	ggg
Cr	I	405.992	3.85036371	6.9042255	67000000	11	11					
Cr	I	406.685	4.105515	7.1541681	35000000	9	11					
Cr	I	408.288	2.70991379	5.7465954	1200000	3	5					
Cr	I	409.88	2.88945207	5.9143426	5300000	5	7					
Cr	I	411.073	2.7087863	5.72489453	3100000	5	7					
Cr	I	411.251	2.89953685	5.9143426	12000000	7	7					
Cr	I	412.768	2.54410014	5.5478291	6710000	13	13					
Cr	I	416.669	4.4490806	7.424685	75000000	11	13					
Cr	I	420.477	2.54383615	5.49248971	5700000	5	5					
Cr	I	420.565	3.9795577	6.927597	31000000	13	11					
Cr	I	421.436	3.07899825	6.0209429	7900000	7	9					
Cr	I	422.392	3.01279642	5.94808628	5600000	5	7					
Cr	I	423.166	3.01114742	5.94106486	5100000	3	5					
Cr	I	423.342	4.2074798	7.136156	17000000	5	7					
Cr	I	423.571	3.12159404	6.04871307	2200000	9	11					
Cr	I	423.719	3.00997115	5.9360654	6600000	1	3					
Cr	I	423.89	3.01114742	5.9360654	4000000	3	3					
Cr	I	424.014	3.01062753	5.93468472	7400000	9	9					
Cr	I	424.403	3.01329987	5.93468472	1800000	7	9					
Cr	I	424.953	3.01062753	5.92822786	2800000	9	7					
Cr	I	425.342	3.01329987	5.92822786	5100000	7	7					
Cr	I	425.555	0	2.91348182	31500000	7	9					
Cr	I	425.67	3.00044215	5.91312747	6100000	13	15					
Cr	I	425.855	3.01329987	5.9247208	2900000	7	5					
Cr	I	426.254	2.91348182	5.82217714	6600000	9	11					
Cr	I	426.281	3.12159404	6.0301005	6400000	9	7					
Cr	I	426.356	3.07899825	5.98699306	2400000	7	9					
Cr	I	426.434	3.84945609	6.7569225	64000000	15	17					
Cr	I	426.999	3.9795577	6.8831764	17000000	13	13					
Cr	I	427.115	3.08689206	5.98972002	3200000	9	11					
Cr	I	427.226	3.10437812	6.00645098	5300000	11	13					
Cr	I	427.411	2.89953685	5.8003593	4700000	7	9					
Cr	I	427.601	0	2.89953685	30700000	7	7					
Cr	I	427.718	3.87826474	6.7770062	22000000	11	11					
Cr	I	428.161	3.8496121	6.7453514	47000000	13	15					
Cr	I	428.209	3.42162179	6.31703615	1900000	7	7					
Cr	I	428.421	4.2073736	7.101364	8800000	7	7					
Cr	I	428.977	3.0922396	5.9824772	2800000	5	7					
Cr	I	429.094	0	2.88945207	31600000	7	5					
Cr	I	429.317	3.42162179	6.3095654	24000000	7	5					
Cr	I	429.475	2.91348182	5.8003593	2500000	9	9					
Cr	I	429.732	4.6163561	7.5015289	8900000	11	9					
Cr	I	429.748	3.0922396	5.9772804	3200000	5	3					
Cr	I	429.782	3.8496121	6.7344271	2800000	13	13					
Cr	I	429.826	2.7087863	5.59330998	4800000	5	7					
Cr	I	429.894	3.85036371	6.7344271	49000000	11	13					
Cr	I	429.926	4.6176689	7.5015289	26000000	9	9					
Cr	I	430.091	2.89953685	5.78227967	6100000	7	7					
Cr	I	430.171	3.43483025	6.31703615	19000000	9	7					
Cr	I	430.238	3.44884096	6.33059653	26000000	11	9					
Cr	I	430.399	4.6163561	7.4970663	25000000	11	11					
Cr	I	430.665	2.88945207	5.76835475	7600000	5	5					
Cr	I	430.888	4.6163561	7.4937674	8200000	11	13					
Cr	I	431.094	4.2074798	7.083523	17000000	5	3					
Cr	I	431.368	3.1127839	5.98699306	1700000	7	9					
Cr	I	431.912	4.2073736	7.077966	11000000	7	5					
Cr	I	432.084	2.88945207	5.75889602	18000000	5	3					
Cr	I	432.245	2.87187333	5.7402507	3400000	1	3					
Cr	I	432.283	3.12159404	5.98972002	1700000	9	11					
Cr	I	432.628	2.96741996	5.83326016	14000000	9	7					
Cr	I	432.684	3.1127839	5.9782505	2800000	7	5					
Cr	I	433.198	3.07899825	5.94106486	1400000	7	5					
Cr	I	433.377	3.12159404	5.9824772	2100000	9	7					
Cr	I	433.847	4.2074798	7.06532	20000000	5	7					
Cr	I	433.878	0.96841324	3.82599758	5480000	3	5					
Cr	I	433.999	3.37521461	6.23199865	7000000	5	7					
Cr	I	434.067	0.98287742	3.83921781	6920000	5	7					
Cr	I	434.093	0.96097009	3.81713644	4400000	1	3					
Cr	I	434.135	2.70791527	5.56380704	12000000	7	5					
Cr	I	434.439	2.70991379	5.56380704	3600000	3	5					
Cr	I	434.572	1.00367492	3.85669178	11000000	7	9					
Cr	I	434.63	3.36940787	6.2220467	9800000	3	5					
Cr	I	434.804	2.98256889	5.83406495	9000000	11	9					
Cr	I	434.871	2.98716595	5.8382162	1900000	5	3					
Cr	I	435.227	0.96841324	3.81713644	4180000	3	3					
Cr	I	435.299	1.03000806	3.87826474	12000000	9	11					
Cr	I	435.516	3.37521461	6.2220467	13000000	5	5					
Cr	I	435.798	3.01062753	5.85561994	2200000	9	11					
Cr	I	435.874	3.36779583	6.21228906	6800000	1	3					
Cr	I	436.085	0.98287742	3.82599758	5400000	5	5					
Cr	I	436.418	2.87187333	5.71282481	3200000	1	3					
Cr	I	436.436	2.96741996	5.8082565	16000000	9	7					
Cr	I	436.948	3.01329987	5.8508033	2100000	7	9					
Cr	I	437.014	3.37521461	6.21228906	5800000	5	3					
Cr	I	437.199	3.9795577	6.8154335	2500000	13	15					
Cr	I	437.21	3.85036371	6.686159	5000000	11	9					
Cr	I	437.25	1.00367492	3.83921781	4100000	7	7					
Cr	I	437.488	4.44737	7.2813746	28000000	9	9					
Cr	I	437.538	3.00044215	5.83411881	10300000	13	11					
Cr	I	437.656	2.98256889	5.81548356	7200000	11	9					
Cr	I	437.803	4.4552365	7.28720337	32000000	13	13					
Cr	I	437.877	2.91511324	5.7465954	3300000	3	5					
Cr	I	438.101	3.01279642	5.84283485	1900000	5	7					
Cr	I	438.234	2.7087863	5.5379638	10000000	5	3					
Cr	I	438.409	2.70991379	5.5379638	3000000	3	3					
Cr	I	438.621	1.03000806	3.85669178	2700000	9	9					
Cr	I	438.861	2.91511324	5.7402507	5400000	3	3					
Cr	I	439.847	3.01114742	5.82994917	10000000	3	3					
Cr	I	440.105	3.01279642	5.82994917	9800000	5	3					
Cr	I	441.154	3.01279642	5.82325049	6700000	5	5					
Cr	I	441.22	2.98256889	5.79260016	2300000	11	9					
Cr	I	441.233	3.01329987	5.82325049	13000000	7	5					
Cr	I	441.424	4.7780523	7.5867887	9700000	11	13					
Cr	I	441.509	3.55053095	6.35872	27000000	7	5					
Cr	I	442.393	3.5561402	6.35872	27000000	5	5					
Cr	I	442.532	2.91511324	5.71681492	5700000	3	5					
Cr	I	442.552	3.01062753	5.8122004	21000000	9	7					
Cr	I	442.975	3.01329987	5.8122004	5500000	7	7					
Cr	I	443.117	3.55579538	6.3537986	24000000	3	3					
Cr	I	443.341	2.87187333	5.66846045	18000000	1	3					
Cr	I	443.4	5.2553505	8.0515637	49000000	15	15					
Cr	I	444.351	3.00044215	5.79067042	1900000	13	11					
Cr	I	444.496	3.55579538	6.3451195	45000000	3	1					
Cr	I	446.099	3.01329987	5.79260016	8400000	7	9					
Cr	I	446.203	2.7087863	5.4874392	1500000	5	7					
Cr	I	446.402	3.00997115	5.7873809	5600000	1	3					
Cr	I	446.592	3.01114742	5.7873809	4900000	3	3					
Cr	I	446.66	3.01279642	5.78860234	5900000	5	7					
Cr	I	446.881	3.01279642	5.78723069	3700000	5	5					
Cr	I	447.662	2.88945207	5.6590394	3000000	5	7					
Cr	I	447.831	2.70991379	5.47846032	1300000	3	5					
Cr	I	448.152	3.36779583	6.13436429	10000000	1	3					
Cr	I	448.162	3.55053095	6.31703615	3500000	7	7					
Cr	I	448.413	3.36940787	6.13436429	30000000	3	3					
Cr	I	449.181	3.89035912	6.650619	39000000	9	7					
Cr	I	449.295	2.89953685	5.6590394	4400000	7	7					
Cr	I	449.311	2.98716595	5.7465954	3400000	5	5					
Cr	I	449.357	3.37521461	6.13436429	44700000	5	3					
Cr	I	449.654	4.105515	6.862848	20000000	9	7					
Cr	I	449.811	0.94143042	3.69779039	3300000	5	7					
Cr	I	449.999	2.91511324	5.67032643	7900000	3	5					
Cr	I	450.154	3.07899825	5.83326016	21000000	7	7					
Cr	I	450.304	2.91511324	5.66846045	10000000	3	3					
Cr	I	450.43	4.69694311	7.449484	8300000	5	3					
Cr	I	450.81	4.1860366	6.9362888	27000000	13	11					
Cr	I	451.316	3.08689206	5.83406495	16500000	9	9					
Cr	I	451.562	4.1860366	6.9317083	11000000	13	13					
Cr	I	451.67	3.01062753	5.75564682	2200000	9	9					
Cr	I	452.61	4.105515	6.8448292	11000000	9	9					
Cr	I	452.772	2.54410014	5.28243456	17500000	13	13					
Cr	I	452.86	2.54463928	5.28243456	2100000	11	13					
Cr	I	452.873	2.98716595	5.72489453	6200000	5	7					
Cr	I	453.112	2.54410014	5.28038436	1100000	13	11					
Cr	I	453.195	2.54460569	5.28038436	3600000	9	11					
Cr	I	453.201	2.54463928	5.28038436	15800000	11	11					
Cr	I	453.25	3.01114742	5.7465954	1000000	3	5					
Cr	I	453.641	2.5442677	5.27735992	3800000	7	9					
Cr	I	453.697	2.54460569	5.27735992	14900000	9	9					
Cr	I	453.702	2.54463928	5.27735992	2500000	11	9					
Cr	I	454.105	2.54383615	5.27413188	3200000	5	7					
Cr	I	454.177	2.5442677	5.27413188	15000000	7	7					
Cr	I	454.198	3.10437812	5.83411881	31400000	11	11					
Cr	I	454.233	2.54460569	5.27413188	3400000	9	7					
Cr	I	454.278	3.07899825	5.8082565	3800000	7	7					
Cr	I	454.501	2.98256889	5.71048876	1000000	11	9					
Cr	I	454.589	2.54383615	5.27122963	16900000	5	5					
Cr	I	454.661	2.5442677	5.27122963	3400000	7	5					
Cr	I	454.723	0.94143042	3.6680193	2700000	5	5					
Cr	I	454.993	4.1860366	6.9110084	2800000	13	13					
Cr	I	455.523	4.0964341	6.818237	12000000	5	5					
Cr	I	455.61	3.1127839	5.83406495	2000000	7	9					
Cr	II	455.627	4.07122606	6.79240608	1700000	8	8					
Cr	I	455.657	3.43483025	6.15583182	2900000	9	7					
Cr	I	455.744	3.1127839	5.83326016	7700000	7	7					
Cr	II	455.992	4.07340781	6.79240608	8800000	10	8					
Cr	I	456.452	3.85036371	6.5666211	10000000	11	9					
Cr	I	456.493	3.0922396	5.8082565	2300000	5	7					
Cr	I	456.543	4.7780523	7.4937674	51000000	11	13					
Cr	I	457.09	3.12159404	5.83406495	8200000	9	9					
Cr	I	457.295	2.54410014	5.2553505	3600000	13	15					
Cr	I	457.639	3.36940787	6.07862231	6800000	3	5					
Cr	I	457.96	3.8496121	6.5569273	4000000	13	11					
Cr	I	458.133	0.94143042	3.6477223	2400000	5	3					
Cr	I	458.368	4.105515	6.81041	3200000	9	11					
Cr	I	458.518	3.01279642	5.71681492	1600000	5	5					
Cr	I	458.537	3.12159404	5.82550252	2100000	9	11					
Cr	I	458.622	3.37521461	6.07862231	3900000	5	5					
Cr	I	458.636	3.44884096	6.15216585	3300000	11	9					
Cr	I	458.742	3.1127839	5.81548356	2700000	7	9					
Cr	II	458.948	4.07122606	6.77271056	12000000	8	6					
Cr	I	459.268	0.96841324	3.6680193	1100000	3	5					
Cr	II	459.334	4.07349339	6.77271056	3200000	6	6					
Cr	I	459.382	4.4552365	7.1541681	13000000	13	11					
Cr	I	459.688	4.1860366	6.8831764	47000000	13	13					
Cr	I	460.139	2.54410014	5.2385978	1600000	13	13					
Cr	I	460.204	1.00367492	3.69779039	2500000	7	7					
Cr	I	460.231	2.54463928	5.2385978	1500000	11	13					
Cr	I	460.765	4.4490806	7.1399151	12000000	11	9					
Cr	I	461.325	3.36779583	6.0553607	8000000	1	3					
Cr	I	461.465	0.96097009	3.6477223	2200000	1	3					
Cr	I	461.58	3.85036371	6.53644421	5700000	11	9					
Cr	I	461.742	0.98287742	3.6680193	4100000	5	5					
Cr	II	461.792	4.07222465	6.75707567	4000000	4	4					
Cr	II	462.01	4.07349339	6.75707567	6100000	6	4					
Cr	I	462.083	2.98716595	5.67032643	16000000	5	5					
Cr	I	462.374	3.55053095	6.23199865	41000000	7	7					
Cr	I	462.404	2.98716595	5.66846045	11000000	5	3					
Cr	I	462.722	3.8496121	6.52906678	12000000	13	13					
Cr	I	462.747	0.96841324	3.6477223	5000000	3	3					
Cr	I	462.976	3.14419143	5.82217714	1200000	9	11					
Cr	I	463.455	3.12514546	5.8003593	2000000	7	9					
Cr	II	463.537	4.07222465	6.74696652	8900000	4	2					
Cr	I	464.081	3.11067051	5.78227967	9500000	5	7					
Cr	I	464.097	3.55053095	6.2220467	7700000	7	5					
Cr	I	464.279	4.2073736	6.87785	3800000	7	5					
Cr	I	464.329	3.85036371	6.52054093	6000000	11	11					
Cr	I	464.746	1.03000806	3.69779039	8700000	9	7					
Cr	I	464.779	3.07899825	5.7465954	5800000	7	5					
Cr	I	464.808	3.10092412	5.76835475	7800000	3	5					
Cr	I	464.942	2.54383615	5.21049739	1800000	5	7					
Cr	I	465.259	0.98287742	3.6477223	3600000	5	3					
Cr	I	465.346	1.00367492	3.6680193	5800000	7	5					
Cr	I	465.603	3.0960208	5.75889602	9100000	1	3					
Cr	I	465.749	3.08689206	5.74893273	3270000	9	7					
Cr	I	465.812	4.7780523	7.4397327	11000000	11	11					
Cr	I	466.462	3.10092412	5.75889602	20000000	3	3					
Cr	I	466.721	3.55579538	6.21228906	30000000	3	3					
Cr	I	466.75	2.96741996	5.62374764	3600000	9	9					
Cr	I	467.062	3.16762385	5.82217714	9080000	11	11					
Cr	I	468.217	3.0922396	5.7402507	16000000	5	3					
Cr	I	469.067	3.12514546	5.76835475	23000000	7	5					
Cr	I	469.525	2.98256889	5.62319793	3400000	11	11					
Cr	I	469.646	2.98256889	5.62251964	1500000	11	13					
Cr	I	469.836	2.70791527	5.3467945	5300000	7	5					
Cr	I	469.87	3.36940787	6.008098	3100000	3	5					
Cr	I	469.977	3.14419143	5.78227967	22000000	9	7					
Cr	I	470.026	3.07899825	5.71681492	2200000	7	5					
Cr	I	470.09	4.2073736	6.8448292	13000000	7	9					
Cr	I	470.193	2.70991379	5.3467945	3360000	3	5					
Cr	I	470.741	3.1127839	5.7465954	3500000	7	5					
Cr	I	470.907	3.37521461	6.008098	3100000	5	5					
Cr	I	470.933	3.16762385	5.8003593	43100000	11	9					
Cr	I	471.974	3.1952485	5.82217714	34000000	13	11					
Cr	I	472.442	3.07899825	5.70332536	9300000	7	7					
Cr	I	472.573	3.08689206	5.71048876	6140000	9	9					
Cr	I	472.847	3.00044215	5.62251964	5100000	13	13					
Cr	I	473.116	3.0922396	5.71282481	17000000	5	3					
Cr	I	473.203	3.07899825	5.6991023	38300000	7	5					
Cr	I	473.867	3.08689206	5.70332536	33800000	9	7					
Cr	I	474.242	4.2038751	6.818237	22000000	3	5					
Cr	I	474.444	4.20272344	6.8159775	8000000	3	5					
Cr	I	474.663	2.70791527	5.31995962	2000000	7	9					
Cr	I	475.342	4.1860366	6.7943542	62000000	13	13					
Cr	I	475.606	3.0922396	5.6991023	2600000	5	5					
Cr	I	475.745	3.10437812	5.71048876	40000000	11	9					
Cr	I	475.865	4.23907331	6.844522	12000000	5	7					
Cr	I	475.892	3.55053095	6.15583182	5100000	7	7					
Cr	I	476.563	3.55053095	6.15216585	17000000	7	9					
Cr	I	476.86	3.5561402	6.15615299	5600000	5	5					
Cr	I	476.919	3.5561402	6.15583182	12000000	5	7					
Cr	I	477.646	3.55053095	6.14626205	2900000	7	9					
Cr	I	479.068	2.54410014	5.1321332	11400000	13	11					
Cr	I	479.385	3.1127839	5.6991023	26000000	7	5					
Cr	I	479.749	4.1926538	6.7770062	13000000	9	11					
Cr	I	479.904	3.5561402	6.13966216	1300000	5	7					
Cr	I	480.237	3.12159404	5.70332536	30600000	9	7					
Cr	I	481.208	3.07899825	5.65551992	1600000	7	9					
Cr	I	481.561	3.08689206	5.66152243	1610000	9	11					
Cr	I	481.748	4.5350512	7.1086803	18000000	9	9					
Cr	I	482.065	4.0989996	6.670934	13000000	7	7					
Cr	I	482.527	4.5318872	7.101364	12000000	7	7					
Cr	II	482.548	3.87070388	6.44006956	1700000	10	10					
Cr	I	483.3	3.42162179	5.98699306	1200000	7	9					
Cr	I	483.82	3.10437812	5.66698616	1600000	11	13					
Cr	I	483.977	4.5326696	7.0944465	11000000	5	5					
Cr	II	484.96	3.86441085	6.4209947	2600000	8	8					
Cr	I	487.216	3.07899825	5.62374764	35000000	7	9					
Cr	II	487.785	3.86441085	6.40618989	1600000	8	6					
Cr	I	488.713	2.5442677	5.08121834	4920000	7	5					
Cr	I	488.732	3.08689206	5.62374764	2440000	9	9					
Cr	I	488.838	3.08689206	5.62319793	32000000	9	11					
Cr	I	490.46	2.54383615	5.0717494	7400000	5	3					
Cr	I	492.364	3.10437812	5.62251964	40000000	11	13					
Cr	I	493.771	3.1127839	5.62374764	14000000	7	9					
Cr	I	494.594	3.84701382	6.3537986	13000000	5	3					
Cr	I	495.619	3.12159404	5.62319793	12000000	9	11					
Cr	I	496.819	3.84955423	6.3451195	30000000	3	1					
Cr	I	501.471	2.70791527	5.18032406	3500000	7	9					
Cr	I	503.394	4.4552365	6.9181964	2000000	13	15					
Cr	I	503.605	4.4490806	6.9110084	1700000	11	13					
Cr	I	504.645	4.44737	6.9042255	1800000	9	11					
Cr	I	514.108	3.42162179	5.83326016	13000000	7	7					
Cr	I	517.884	3.4281254	5.82217714	6100000	9	11					
Cr	I	519.344	3.39495688	5.78227967	14000000	5	7					
Cr	I	519.494	3.42162179	5.8082565	6700000	7	7					
Cr	I	519.789	3.44884096	5.83411881	12000000	11	11					
Cr	I	520.162	3.38478638	5.76835475	11000000	3	5					
Cr	I	520.595	0.94143042	3.3230122	50900000	5	3					
Cr	I	520.747	0.94143042	3.32231395	51400000	5	5					
Cr	I	520.986	0.94143042	3.32122225	50600000	5	7					
Cr	I	521.558	3.36940787	5.7465954	8900000	3	5					
Cr	II	523.878	4.07340781	6.44006956	1700000	10	10					
Cr	I	524.042	2.7087863	5.07470726	4010000	5	3					
Cr	I	524.481	3.39495688	5.75889602	21900000	5	3					
Cr	I	524.903	0.96097009	3.3230122	1900000	1	3					
Cr	I	526.321	3.69779039	6.05346444	13000000	7	9					
Cr	I	526.562	0.96841324	3.3230122	4100000	3	3					
Cr	I	527.347	3.44926489	5.8003593	10100000	7	9					
Cr	I	528.865	3.43793441	5.78227967	4220000	5	7					
Cr	I	529.485	3.37521461	5.71681492	2100000	5	5					
Cr	I	529.816	0.98287742	3.3230122	3100000	5	3					
Cr	I	529.885	2.89953685	5.23936898	38800000	7	9					
Cr	I	529.949	2.89953685	5.23908705	30000000	7	7					
Cr	I	529.975	0.98287742	3.32231395	3300000	5	5					
Cr	I	530.566	3.46352849	5.8003593	5350000	9	9					
Cr	I	531.433	3.44926489	5.78227967	9260000	7	7					
Cr	I	532.025	3.43793441	5.76835475	9670000	5	5					
Cr	I	532.981	2.91348182	5.23972421	62000000	9	11					
Cr	I	533.062	2.91348182	5.23936898	22500000	9	9					
Cr	I	533.127	2.91348182	5.23908705	5380000	9	7					
Cr	I	534.193	3.43793441	5.75889602	14500000	5	3					
Cr	I	534.624	3.44926489	5.76835475	4100000	7	5					
Cr	I	534.728	1.00367492	3.32231395	4900000	7	5					
Cr	I	534.98	1.00367492	3.32122225	1700000	7	7					
Cr	I	540.21	3.37521461	5.67032643	16000000	5	5					
Cr	I	541.129	1.03000806	3.32122225	6200000	9	7					
Cr	I	544.392	3.42162179	5.6991023	3900000	7	5					
Cr	I	563.02	3.42162179	5.62374764	3950000	7	9					
Cr	I	564.392	3.85669178	6.05346444	3400000	9	9					
Cr	I	564.983	3.82599758	6.02047467	4200000	5	5					
Cr	I	565.095	3.83921781	6.0332581	5100000	7	7					
Cr	I	569.632	3.85669178	6.0332581	14000000	9	7					
Cr	I	570.389	3.44884096	5.62251964	3400000	11	13					
Cr	I	578.467	3.3230122	5.46633655	21000000	3	3					
Cr	I	578.545	3.32231395	5.46534712	20200000	5	5					
Cr	I	578.657	3.32122225	5.46384067	11900000	7	7					
Cr	I	578.952	3.32231395	5.46384067	23500000	5	7					
Cr	I	666.291	4.1926538	6.05346444	11000000	9	9					
Cr	I	667.112	4.17473732	6.0332581	5900000	7	7					
Cr	I	688.43	3.43793441	5.23887703	11900000	5	5					
Cr	I	688.495	3.43793441	5.23873429	17800000	5	3					
Cr	I	692.718	3.44926489	5.23908705	9300000	7	7					
Cr	I	698.032	3.46352849	5.23972421	17300000	9	11					
Cr	I	698.172	3.46352849	5.23936898	5900000	9	9					
Cr	I	698.283	3.46352849	5.23908705	1500000	9	7					
Cr	I	735.792	2.88945207	4.57449693	9140000	5	7					
Cr	I	740.222	2.89953685	4.57449693	13500000	7	7					
Mn	II	146.457	1.776181	10.241756	100000000	9	9					
Mn	II	146.803	1.8094049	10.255052	100000000	7	7					
Mn	II	147.859	5.3968661	13.78216	90000000	11	11					
Mn	II	147.879	5.3979231	13.782	80000000	9	9					
Mn	II	148.369	1.8094049	10.165942	70000000	7	9					
Mn	II	149.475	5.3968661	13.69148	100000000	11	9					
Mn	II	149.995	5.3979231	13.663753	100000000	9	7					
Mn	II	152.314	6.005305	14.145444	230000000	13	11					
Mn	II	152.455	5.992538	14.12506	200000000	11	9					
Mn	II	152.776	5.990647	14.10613	110000000	9	7					
Mn	II	153.707	5.3968661	13.463147	50000000	11	13					
Mn	II	153.814	5.3979231	13.45863	60000000	9	11					
Mn	II	154.863	6.139411	14.145444	60000000	11	11					
Mn	II	156.49	4.1097923	12.032622	160000000	11	9					
Mn	II	156.647	3.415425	11.330293	260000000	13	11					
Mn	II	157.005	6.005305	13.90214	100000000	13	13					
Mn	II	157.353	4.122308	12.001694	180000000	9	7					
Mn	II	157.428	5.992538	13.868177	90000000	11	11					
Mn	II	157.564	3.418399	11.287247	230000000	11	9					
Mn	II	157.575	4.6929866	12.5612	90000000	7	7					
Mn	II	157.722	5.990647	13.851515	70000000	9	9					
Mn	II	157.777	6.005305	13.863479	40000000	13	15					
Mn	II	157.89	4.1260367	11.978601	200000000	7	5					
Mn	II	158.223	3.419929	11.256029	220000000	9	7					
Mn	II	158.715	5.992538	13.804301	40000000	11	13					
Mn	II	158.746	3.420542	11.230805	200000000	7	5					
Mn	II	159.057	3.420645	11.215622	300000000	5	3					
