Elem_name	ion.state	Wl	Ei	Ek	Ak	gi	gk	lineLeft	lineRight	bgrLeft	bgrRight	coment
V	II	186.949	2.03601013	8.6679864	67000000	9	9					
V	II	187.11	1.07126862	7.6975668	14000000	5	5					
V	II	187.339	2.04982878	8.6679864	11000000	11	9					
V	II	187.445	1.80472253	8.4191464	20000000	9	7					
V	II	187.606	2.02602377	8.6347797	69000000	7	7					
V	II	187.648	1.09627457	7.7035541	15000000	7	7					
V	II	187.702	1.79302842	8.3984118	22000000	7	5					
V	II	187.89	2.03601013	8.6347797	11000000	9	7					
V	II	188.401	1.12799449	7.7088703	17000000	9	9					
V	II	188.589	2.2206704	8.7949592	23000000	9	7					
V	II	190.52	3.3277048	9.8353722	21000000	7	7					
V	II	190.781	1.7037461	8.202519	147000000	7	9					
V	II	190.807	3.7575133	10.2553672	17000000	7	7					
V	II	190.835	1.6855312	8.1824471	100000000	5	7					
V	II	190.852	3.7590189	10.2553672	228000000	9	7					
V	II	190.938	1.67524961	8.1686874	51000000	3	5					
V	II	191.11	3.7526931	10.2402569	24000000	5	5					
V	II	191.19	1.67524961	8.1601067	110000000	3	3					
V	II	191.24	1.6855312	8.1686874	80000000	5	5					
V	II	191.253	3.7575133	10.2402569	220000000	7	5					
V	II	191.312	1.67524961	8.1559855	150000000	3	1					
V	II	191.372	1.7037461	8.1824471	48000000	7	7					
V	II	191.46	3.7526931	10.228423	150000000	5	3					
V	II	191.494	1.6855312	8.1601067	36000000	5	3					
V	II	191.779	1.7037461	8.1686874	10000000	7	5					
V	II	191.934	3.7956411	10.2553672	35000000	9	7					
V	II	192.036	3.799095	10.2553672	3600000	7	7					
V	II	192.487	3.799095	10.2402569	40000000	7	5					
V	II	192.603	3.8029784	10.2402569	6000000	5	5					
V	II	192.964	2.36970128	8.7949592	110000000	9	7					
V	II	193.328	2.03601013	8.4491734	3900000	9	9					
V	II	193.745	2.04982878	8.4491734	54000000	11	9					
V	II	193.872	1.57535312	7.9704977	11000000	13	11					
V	II	193.934	2.02602377	8.4191464	4900000	7	7					
V	II	194.088	1.57535312	7.9634032	29000000	13	11					
V	II	194.128	1.55539447	7.9421132	39000000	9	7					
V	II	194.14	1.56486479	7.9512088	37000000	11	9					
V	II	194.237	2.03601013	8.4191464	53000000	9	7					
V	II	194.537	4.24383695	10.6171382	238000000	7	5					
V	II	194.565	2.02602377	8.3984118	59000000	7	5					
V	II	196.566	4.24383695	10.551389	14000000	7	5					
V	II	197.263	2.5097359	8.7949592	12000000	9	7					
V	II	197.428	2.26815109	8.5480964	3500000	5	7					
V	II	197.663	2.2755849	8.5480964	31000000	7	7					
V	II	197.897	2.36970128	8.6347797	12000000	9	7					
V	II	198.005	2.26815109	8.5298149	51000000	5	5					
V	II	198.059	2.2651312	8.5250823	57000000	3	3					
V	II	198.155	2.26815109	8.5250823	13000000	5	3					
V	II	198.242	2.2755849	8.5298149	4900000	7	5					
V	II	198.732	2.5561913	8.7949592	2800000	5	7					
V	II	198.782	2.5561913	8.7933864	8000000	5	5					
V	II	199.582	4.7036757	10.9158534	4500000	5	5					
V	II	200.179	2.6013033	8.7949592	18000000	5	7					
V	II	200.21	2.51443045	8.7071374	6700000	11	11					
V	II	200.23	2.6013033	8.7933864	32000000	5	5					
V	II	200.544	2.524732	8.7071374	152000000	13	11					
V	II	200.754	2.3721639	8.5480964	100000000	5	7					
V	II	200.83	2.2755849	8.4491734	11000000	7	9					
V	II	201.043	4.7353313	10.902361	5300000	7	7					
V	II	201.18	3.7575133	9.9203637	51000000	7	9					
V	II	201.33	2.5097359	8.6679864	7100000	9	9					
V	II	201.35	2.3721639	8.5298149	11000000	5	5					
V	II	201.484	2.51443045	8.6679864	144000000	11	9					
V	II	201.486	2.3763202	8.5298149	71000000	3	5					
V	II	201.557	3.7526931	9.9040124	41000000	5	7					
V	II	201.568	2.26815109	8.4191464	11000000	5	7					
V	II	201.621	2.3757135	8.5250823	48000000	1	3					
V	II	201.63	1.79302842	7.9421132	11000000	7	7					
V	II	201.641	2.3763202	8.5250823	22000000	3	3					
V	II	201.716	1.80472253	7.9512088	10000000	9	9					
V	II	201.72	1.81706384	7.9634032	8000000	11	11					
V	II	202.15	2.2651312	8.3984118	12000000	3	5					
V	II	202.422	2.5097359	8.6347797	140000000	9	7					
V	II	202.952	4.7755099	10.8845363	8000000	9	9					
V	II	205.305	2.49079909	8.5298149	8000000	3	5					
V	II	205.551	2.76157898	8.7933864	100000000	3	5					
V	II	205.751	2.4991086	8.5250823	4700000	1	3					
V	II	205.751	2.52221646	8.5480964	5300000	5	7					
V	II	205.801	1.67907412	7.7035541	11000000	7	7					
V	II	205.9	1.68729343	7.7088703	12000000	9	9					
V	II	206.362	4.7353313	10.743434	33000000	7	7					
V	II	206.641	2.2206704	8.2206402	33000000	9	7					
V	II	206.747	4.7036757	10.700625	48000000	5	5					
V	II	206.919	2.5561913	8.5480964	6700000	5	7					
V	II	206.945	2.5569243	8.5480964	49000000	7	7					
V	II	207.145	2.5444221	8.5298149	8000000	3	5					
V	II	207.309	2.5444221	8.5250823	39000000	3	3					
V	II	207.553	2.5561913	8.5298149	28000000	5	5					
V	II	207.578	2.5569243	8.5298149	8000000	7	5					
V	II	207.719	2.5561913	8.5250823	10000000	5	3					
V	II	207.752	4.7755099	10.743434	560000000	9	7					
V	II	207.821	4.7036757	10.6696019	580000000	5	3					
V	II	207.843	4.7353313	10.700625	540000000	7	5					
V	II	208.41	3.7590189	9.708094	5100000	9	7					
V	II	208.488	2.6013033	8.5480964	4000000	5	7					
V	II	208.819	1.80472253	7.7421147	1900000	9	7					
V	II	208.858	2.2206704	8.156958	6400000	9	9					
V	II	209.099	1.79302842	7.7224745	13000000	7	5					
V	II	209.408	2.04982878	7.9704977	2800000	11	11					
V	II	209.571	2.02602377	7.9421132	7800000	7	7					
V	II	209.603	2.03601013	7.9512088	7500000	9	9					
V	II	209.66	2.04982878	7.9634032	5800000	11	11					
V	II	209.981	1.79302842	7.6975668	55000000	7	5					
V	II	210.184	1.80472253	7.7035541	59000000	9	7					
V	II	210.419	2.5569243	8.4491734	46000000	7	9					
V	II	210.435	1.81706384	7.7088703	59000000	11	9					
V	II	210.531	4.7353313	10.6244438	11000000	7	9					
V	II	210.809	4.7036757	10.5850933	17000000	5	7					
V	II	211.171	3.7956411	9.6669142	20000000	9	9					
V	II	211.47	2.5561913	8.4191464	29000000	5	7					
V	II	211.497	2.5569243	8.4191464	6300000	7	7					
V	II	211.794	2.5444221	8.3984118	34000000	3	5					
V	II	211.909	4.7036757	10.5545054	460000000	5	5					
V	II	211.947	4.7353313	10.5850933	510000000	7	7					
V	II	211.977	4.7755099	10.6244438	560000000	9	9					
V	II	212.22	2.5561913	8.3984118	6300000	5	5					
V	II	212.399	0.04204622	5.87935944	5800000	9	9					
V	II	212.759	0.01322194	5.8406575	5700000	5	3					
V	II	213.014	0.01322194	5.8336907	5900000	5	7					
V	II	213.11	2.6013033	8.4191464	6400000	5	7					
V	II	213.251	0.02588667	5.83989528	9100000	7	5					
V	II	213.475	0.00447604	5.81236824	13200000	3	5					
V	II	213.479	0.02588667	5.8336907	30000000	7	7					
V	II	213.483	0.04204622	5.8497277	8100000	9	7					
V	II	213.797	0.01322194	5.81236824	44000000	5	5					
V	II	213.883	0	5.7968233	25000000	1	3					
V	II	214.048	0.00447604	5.7968233	46000000	3	3					
V	II	214.074	0.04204622	5.8336907	86000000	9	7					
V	II	214.265	0.02588667	5.81236824	46000000	7	5					
V	II	214.372	0.01322194	5.7968233	34000000	5	3					
V	II	214.667	0.01322194	5.7888837	7400000	5	3					
V	II	214.909	0.02588667	5.79502267	6800000	7	5					
V	II	215.006	2.26815109	8.0346939	10000000	5	5					
V	II	215.15	4.7755099	10.5382048	680000000	9	11					
V	II	215.169	4.7353313	10.497504	650000000	7	9					
V	II	215.248	4.7036757	10.4637594	620000000	5	7					
V	II	215.628	3.9725332	9.722447	31000000	5	5					
V	II	215.773	4.0045986	9.750641	41000000	3	1					
V	II	216.218	2.2755849	8.0098127	10000000	7	7					
V	II	216.437	4.7353313	10.4637594	27000000	7	7					
V	II	216.682	4.7755099	10.497504	18000000	9	9					
V	II	216.837	4.0045986	9.722447	9000000	3	5					
V	II	217.251	3.7956411	9.502587	15000000	9	9					
V	II	217.652	2.02602377	7.7224745	3700000	7	5					
V	II	218.603	3.1232904	8.7949592	33000000	5	7					
V	II	218.608	2.02602377	7.6975668	11000000	7	5					
V	II	218.611	3.799095	9.4705549	10000000	7	7					
V	II	218.663	3.1232904	8.7933864	90000000	5	5					
V	II	218.762	2.03601013	7.7035541	13000000	9	7					
V	II	219.09	2.04982878	7.7088703	13000000	11	9					
V	II	219.116	2.3763202	8.0346939	9000000	3	5					
V	II	219.402	3.799095	9.4501029	16000000	7	5					
V	II	219.553	3.8029784	9.4501029	9000000	5	5					
V	II	219.638	3.7590189	9.4039494	11000000	9	7					
V	II	219.922	2.3721639	8.0098127	10000000	5	7					
V	II	220.013	3.7575133	9.392816	13000000	7	5					
V	II	220.029	3.7526931	9.387592	16000000	5	3					
V	II	221.072	3.7956411	9.4039494	63000000	9	7					
V	II	221.185	3.7956411	9.401081	1900000	9	9					
V	II	221.208	3.799095	9.4039494	11000000	7	7					
V	II	221.649	3.799095	9.392816	52000000	7	5					
V	II	221.803	3.8029784	9.392816	17000000	5	5					
V	II	222.01	3.8029784	9.387592	71000000	5	3					
V	II	222.091	1.09627457	6.678864	8000000	7	5					
V	II	223.068	1.12799449	6.6861207	7600000	9	7					
V	II	225.225	4.7353313	10.2402569	13000000	7	5					
V	II	226.254	4.7755099	10.2553672	14000000	9	7					
V	II	227.88	5.4750754	10.9158534	20000000	5	5					
V	II	227.968	2.524732	7.9634032	3200000	13	11					
V	II	228.099	5.4803096	10.9158534	100000000	3	5					
V	II	228.105	2.26815109	7.7035541	6800000	5	7					
V	II	228.129	5.4675133	10.902361	15000000	7	7					
V	II	228.194	2.2755849	7.7088703	9800000	7	9					
V	II	228.446	5.4750754	10.902361	107000000	5	7					
V	II	228.879	5.4675133	10.8845363	122000000	7	9					
V	II	229.33	2.6013033	8.0076701	23000000	5	5					
V	II	229.571	1.12799449	6.5286966	7100000	9	9					
V	II	230.55	4.24383695	9.6215951	12000000	7	5					
V	II	233.085	4.5161089	9.8353722	79000000	9	7					
V	II	233.62	1.55539447	6.8624891	29000000	9	7					
V	II	233.682	1.57535312	6.88104478	8200000	13	11					
V	II	234.286	1.56486479	6.8568701	33000000	11	9					
V	II	234.759	1.55539447	6.8367459	6200000	9	7					
V	II	235	5.4675133	10.743434	18000000	7	7					
V	II	235.29	1.57535312	6.8447785	26000000	13	11					
V	II	235.854	2.90013314	8.156958	30000000	11	9					
V	II	236.106	1.42765133	6.678864	9000000	3	5					
V	II	236.336	2.76157898	8.0076701	11000000	3	5					
V	II	237.537	1.07126862	6.290817	12000000	5	3					
V	II	237.988	1.47643598	6.6861207	16000000	5	7					
V	II	238.164	1.12799449	6.33382873	21000000	9	7					
V	II	238.416	4.7036757	9.9040124	44000000	5	7					
V	II	238.473	1.09627457	6.29536571	19000000	7	5					
V	I	238.501	0	5.19846812	4900000	4	2					
V	II	238.865	4.7353313	9.925884	46000000	7	7					
V	II	239.043	1.07126862	6.2579628	11000000	5	3					
V	II	239.119	4.7353313	9.9203637	45000000	7	9					
V	I	240.263	0.01703332	5.17737642	8600000	6	8					
V	I	240.748	0.04010046	5.19005876	9400000	8	10					
V	I	241.342	0.04010046	5.17737642	10800000	8	8					
V	I	242.086	0.06855768	5.19005876	10000000	10	10					
V	I	242.687	0.06855768	5.17737642	1080000	10	8					
V	II	243.878	5.4675133	10.551389	129000000	7	5					
V	II	244.052	5.5368863	10.6171382	41000000	5	5					
V	II	244.571	1.79302842	6.8624891	15000000	7	7					
V	II	244.835	1.81706384	6.88104478	4800000	11	11					
V	II	245.098	5.4750754	10.533645	130000000	5	3					
V	II	245.352	5.4803096	10.533645	45000000	3	3					
V	II	245.409	1.80472253	6.8568701	17000000	9	9					
V	II	245.903	1.42765133	6.4696448	18000000	3	3					
V	II	246.224	1.57535312	6.6107803	2900000	13	15					
V	II	246.602	1.81706384	6.8447785	15000000	11	11					
V	II	247.061	5.79502267	10.813388	80000000	5	5					
V	II	247.186	1.56486479	6.58068828	2500000	11	13					
V	II	247.661	1.67265648	6.678864	5900000	5	5					
V	II	247.979	1.67907412	6.678864	46000000	7	5					
V	II	248.027	1.68729343	6.6861207	40000000	9	7					
V	II	248.306	1.47643598	6.4696448	57000000	5	3					
V	II	248.381	1.67265648	6.6643477	55000000	5	3					
V	II	249.291	5.83989528	10.813388	53000000	5	5					
V	I	250.237	0	4.9546751	12200000	4	6					
V	II	250.378	1.07126862	6.02315168	10200000	5	7					
V	I	250.406	0	4.9513308	11000000	4	4					
V	II	250.505	4.7036757	9.653045	26000000	5	5					
V	II	250.698	1.09627457	6.04184273	10800000	7	9					
V	I	250.766	0	4.9442153	51000000	4	2					
V	I	250.862	0.01703332	4.9593637	13000000	6	6					
V	I	251.27	0.01703332	4.9513308	31000000	6	4					
V	II	251.357	4.7755099	9.708094	4700000	9	7					
V	II	251.539	1.12799449	6.05701211	11300000	9	11					
V	I	251.791	0.04010046	4.9641996	14200000	8	10					
V	I	252.038	0.04010046	4.9593637	43000000	8	6					
V	II	252.327	1.56486479	6.47850268	4100000	11	13					
V	II	252.471	1.42765133	6.3384812	39000000	3	5					
V	II	252.866	1.57535312	6.47850268	123000000	13	13					
V	II	252.923	1.55539447	6.4574548	121000000	9	9					
V	II	252.959	1.56486479	6.46621091	120000000	11	11					
V	I	253.095	0.06855768	4.9672873	15400000	10	12					
V	II	253.265	4.57740544	9.4728481	120000000	7	5					
V	II	253.421	6.14879914	11.0412076	53000000	11	11					
V	II	253.474	4.7755099	9.6669142	28000000	9	9					
V	II	253.528	1.4004649	6.290817	35000000	1	3					
V	II	253.838	3.1232904	8.0076701	17000000	5	5					
V	II	254.297	4.52411375	9.399675	51000000	3	5					
V	II	254.347	4.61283474	9.4874391	69000000	7	7					
V	II	254.501	4.54694489	9.4185985	39000000	5	7					
V	II	254.645	3.799095	8.6679864	1100000	7	9					
V	I	254.669	0	4.8684478	18000000	4	4					
V	II	254.946	1.42765133	6.290817	16000000	3	3					
V	II	255.004	1.47643598	6.3384812	101000000	5	5					
V	II	255.042	1.67265648	6.5339756	6500000	5	5					
V	I	255.073	0.01703332	4.87775955	1800000	6	8					
V	II	255.379	1.67907412	6.5339756	35000000	7	5					
V	II	255.412	4.63318463	9.4874391	50000000	5	7					
V	II	255.444	1.42765133	6.2813325	140000000	3	1					
V	II	255.466	4.61959281	9.4728481	70000000	3	5					
V	II	255.48	4.65326737	9.506253	210000000	9	9					
V	I	255.563	0.01703332	4.8684478	3600000	6	4					
V	II	255.667	1.67265648	6.5220923	39000000	5	3					
V	I	256.29	0.04010046	4.87775955	16700000	8	8					
V	II	256.353	2.02602377	6.8624891	16000000	7	7					
V	II	256.406	4.65196944	9.4874391	71000000	7	7					
V	II	256.475	4.65326737	9.4874391	46000000	9	7					
V	II	256.601	3.8029784	8.6347797	1400000	5	7					
V	II	256.631	2.04982878	6.88104478	5500000	11	11					
V	II	256.679	1.42765133	6.2579628	25000000	3	3					
V	II	256.716	4.63318463	9.462808	150000000	5	3					
V	II	256.736	3.3277048	8.156958	18000000	7	9					
V	II	256.818	4.61283474	9.4405353	70000000	7	9					
V	II	256.905	4.59252099	9.4185985	54000000	5	7					
V	II	257.182	4.65196944	9.4728481	90000000	7	5					
V	II	257.182	2.03601013	6.8568701	18000000	9	9					
V	II	257.342	4.58179727	9.399675	48000000	3	5					
V	I	257.479	0.06855768	4.88387136	18000000	10	10					
V	II	257.529	1.47643598	6.290817	22000000	5	3					
V	I	257.806	0.06855768	4.87775955	2800000	10	8					
V	II	258.377	1.67907412	6.4776453	9000000	7	5					
V	II	258.572	2.04982878	6.8447785	15000000	11	11					
V	II	258.809	6.86914842	11.6597086	150000000	13	13					
V	II	258.889	3.7590189	8.5480964	11000000	9	7					
V	II	258.917	4.65196944	9.4405353	47000000	7	9					
V	II	258.956	5.4675133	10.2553672	38000000	7	7					
V	II	259.298	1.47643598	6.2579628	24000000	5	3					
V	II	259.454	6.88104478	11.6597086	180000000	11	13					
V	II	259.794	3.7526931	8.5250823	15000000	5	3					
V	II	259.8	3.7575133	8.5298149	12000000	7	5					
V	II	260.183	4.28896602	9.05423277	70000000	5	5					
V	II	260.368	4.54694489	9.3088252	120000000	5	3					
V	II	261.037	5.8674644	10.6171382	52000000	5	5					
V	II	261.518	1.79302842	6.5339756	14000000	7	5					
V	II	261.703	1.80472253	6.5423206	48000000	9	7					
V	II	262.255	4.61283474	9.3404583	170000000	7	5					
V	II	262.333	5.81236824	10.5385764	120000000	5	7					
V	II	262.444	5.8342402	10.5584502	200000000	9	9					
V	II	262.457	1.80472253	6.5286966	5500000	9	9					
V	II	262.884	4.59252099	9.3088252	140000000	5	3					
V	II	263.046	4.39940642	9.11281035	180000000	13	13					
V	II	263.125	5.86409489	10.5760894	180000000	11	11					
V	II	263.145	1.81706384	6.5286966	87000000	11	9					
V	II	263.925	6.14570669	10.843416	110000000	7	9					
V	II	264.161	4.28896602	8.98248161	430000000	5	7					
V	II	264.299	1.80472253	6.4957755	43000000	9	7					
V	I	264.305	0	4.69095021	8100000	4	4					
V	II	264.35	3.7590189	8.4491734	33000000	9	9					
V	I	264.394	0.01703332	4.70640236	6400000	6	6					
V	II	264.444	4.65196944	9.3404583	130000000	7	5					
V	II	264.494	5.90261759	10.5902225	200000000	13	13					
V	II	264.512	4.30793365	8.99521433	430000000	7	9					
V	II	264.662	1.79302842	6.4776453	88000000	7	5					
V	II	264.702	4.7036757	9.387592	23000000	5	3					
V	I	264.849	0	4.6813097	49000000	4	2					
V	II	264.925	3.3277048	8.0076701	104000000	7	5					
V	II	265.011	4.33283073	9.0112775	430000000	9	11					
V	II	265.232	4.30793365	8.98248161	45000000	7	7					
V	I	265.268	0.01703332	4.69095021	33200000	6	4					
V	II	265.35	5.8342402	10.506706	430000000	9	11					
V	II	265.644	4.36339846	9.0307089	450000000	11	13					
V	I	265.701	0.04010046	4.70640236	34000000	8	6					
V	II	265.808	1.79302842	6.4574548	2700000	7	9					
V	II	265.924	4.33283073	8.99521433	47000000	9	9					
V	II	265.967	3.7575133	8.4191464	29000000	7	7					
V	II	265.976	1.80472253	6.46621091	3400000	9	11					
V	II	265.978	1.81706384	6.47850268	4100000	11	13					
V	II	266.039	2.2206704	6.88104478	15000000	9	11					
V	II	266.204	4.7353313	9.392816	19000000	7	5					
V	II	266.222	5.86409489	10.521272	420000000	11	13					
V	II	266.4	4.39940642	9.0534679	470000000	13	15					
V	II	266.43	3.7956411	8.4491734	8000000	9	9					
V	II	266.435	5.90261759	10.5560593	27000000	13	11					
V	II	266.754	4.36339846	9.0112775	35000000	11	11					
V	II	266.832	1.68729343	6.33382873	3900000	9	7					
V	II	266.88	3.7526931	8.3984118	30000000	5	5					
V	II	267.103	2.2206704	6.8624891	4700000	9	7					
V	I	267.246	0.01703332	4.6563548	4200000	6	8					
V	II	267.279	0.01322194	4.65196944	21800000	5	7					
V	II	267.4	5.90261759	10.539279	430000000	13	15					
V	II	267.68	5.83989528	10.4716945	240000000	5	7					
V	II	267.68	6.05701211	10.6888081	70000000	11	9					
V	II	267.859	0.00447604	4.63318463	32100000	3	5					
V	II	267.875	4.7755099	9.4039494	18000000	9	7					
V	II	267.936	0.02588667	4.65326737	12200000	7	9					
V	I	267.945	0.04010046	4.6673215	4200000	8	10					
V	II	268.011	0.02588667	4.65196944	31500000	7	7					
V	II	268.065	5.83989528	10.465057	90000000	5	5					
V	II	268.108	5.8406575	10.465057	170000000	3	5					
V	II	268.126	2.2206704	6.8447785	4900000	9	11					
V	II	268.361	3.799095	8.4191464	8000000	7	7					
V	II	268.366	0.01322194	4.63318463	17800000	5	5					
V	II	268.388	0	4.61959281	32500000	1	3					
V	II	268.445	5.8406575	10.459257	130000000	3	3					
V	II	268.593	2.2206704	6.8367459	34000000	9	7					
V	II	268.648	0.00447604	4.61959281	6100000	3	3					
V	I	268.731	0.06855768	4.68225371	3500000	10	12					
V	II	268.875	0.04204622	4.65326737	85000000	9	9					
V	II	268.951	0.04204622	4.65196944	13900000	9	7					
V	II	269.067	0.00447604	4.61240284	97000000	3	1					
V	II	269.104	0.02588667	4.63318463	32100000	7	5					
V	II	269.158	0.01322194	4.61959281	51000000	5	3					
V	II	269.799	3.8029784	8.3984118	11000000	5	5					
V	II	270.173	0.04204622	4.6311153	35400000	9	11					
V	II	270.234	0.00447604	4.59252099	1860000	3	5					
V	II	270.298	0.02588667	4.61283474	27000000	7	7					
V	II	270.602	0	4.58179727	4500000	1	3					
V	II	270.691	6.10853004	10.6888081	80000000	9	9					
V	II	270.696	0.02588667	4.60608914	33600000	7	9					
V	II	270.749	0.01322194	4.59252099	16700000	5	5					
V	II	270.866	0.00447604	4.58179727	12200000	3	3					
V	II	270.971	3.9725332	8.5480964	4200000	5	7					
V	II	271.096	1.57535312	6.14879914	2500000	13	11					
V	II	271.253	0.04204622	4.61283474	8600000	9	7					
V	II	271.294	6.14879914	10.7189009	400000000	11	13					
V	II	271.318	6.4574548	11.027155	250000000	9	11					
V	II	271.355	6.46621091	11.0352855	240000000	11	13					
V	II	271.385	0.01322194	4.58179727	6300000	5	3					
V	II	271.5	0.02588667	4.59252099	7600000	7	5					
V	II	271.517	6.47850268	11.0448558	250000000	13	15					
V	II	271.646	0.01322194	4.57740544	30400000	5	7					
V	II	271.654	0.04204622	4.60608914	2450000	9	9					
V	I	272.336	1.3505004	5.9031181	141000000	8	10					
V	II	272.402	0.02588667	4.57740544	2340000	7	7					
V	II	272.426	4.24383695	8.7949592	92000000	7	7					
V	II	272.52	4.24383695	8.7933864	9000000	7	5					
V	II	272.734	1.55539447	6.10136711	5700000	9	7					
V	II	272.945	0.00447604	4.54694489	19800000	3	5					
V	II	272.952	4.54694489	9.0892902	40000000	5	5					
V	I	273.215	1.3762985	5.9142703	144000000	10	12					
V	II	273.376	6.02315168	10.5584502	200000000	7	9					
V	II	273.439	6.04184273	10.5760894	200000000	9	11					
V	II	273.471	0.01322194	4.54694489	2370000	5	5					
V	II	273.502	6.05701211	10.5902225	230000000	11	13					
V	II	273.747	4.91138163	9.4405353	28000000	11	9					
V	II	274.052	0	4.52411375	27000000	1	3					
V	II	274.323	0.00447604	4.52411375	7100000	3	3					
V	II	274.348	0.392158	4.91138163	1920000	11	11					
V	II	274.727	6.71302415	11.2260212	130000000	9	9					
V	II	274.828	1.67524961	6.18659599	9000000	3	5					
V	II	274.828	2.36970128	6.88104478	29000000	9	11					
V	II	275.015	2.6013033	7.1095809	7900000	5	5					
V	II	275.104	4.52411375	9.030928	170000000	3	3					
V	II	275.255	6.04184273	10.5461848	230000000	9	9					
V	II	275.287	4.61283474	9.11664631	120000000	7	7					
V	II	275.421	2.37942137	6.88104478	143000000	13	11					
V	II	275.579	6.05701211	10.5560593	220000000	11	11					
V	II	275.718	2.467609	6.9643795	7700000	1	3					
V	II	275.718	4.59252099	9.0892902	110000000	5	5					
V	II	275.929	4.91138163	9.40472481	150000000	11	11					
V	II	275.959	6.71302415	11.205878	210000000	9	7					
V	II	275.963	2.36970128	6.8624891	42000000	9	7					
V	II	275.989	2.2206704	6.71302415	2300000	9	9					
V	II	276.037	4.58179727	9.073367	140000000	3	3					
V	II	276.094	1.67524961	6.1659063	36000000	3	5					
V	II	276.151	2.37942137	6.86914842	69000000	13	13					
V	II	276.155	4.88544698	9.3751146	140000000	9	9					
V	II	276.328	4.86440691	9.3512494	140000000	7	7					
V	II	276.646	4.6311153	9.11281035	260000000	11	13					
V	II	276.648	1.57535312	6.05701211	60000000	13	11					
V	II	276.727	1.6855312	6.1659063	60000000	5	5					
V	II	276.895	1.68729343	6.16495019	9900000	9	9					
V	II	276.937	1.56486479	6.04184273	59000000	11	9					
V	II	277.055	2.36970128	6.8447785	11200000	9	11					
V	II	277.3	6.55604	11.027155	180000000	11	11					
V	II	277.509	1.55539447	6.02315168	58000000	9	7					
V	II	277.553	2.36970128	6.8367459	70000000	9	7					
V	II	277.579	1.67907412	6.14570669	13000000	7	7					
V	II	277.658	2.37942137	6.8447785	51000000	13	11					
V	II	277.7	4.65196944	9.11664631	110000000	7	7					
V	II	277.856	1.7037461	6.1659063	78000000	7	5					
V	II	277.936	4.91138163	9.3722733	400000000	11	13					
V	II	278.222	4.88544698	9.3417512	390000000	9	11					
V	II	278.234	4.63318463	9.0892902	53000000	5	5					
V	II	278.329	6.58068828	11.0352855	170000000	13	13					
V	II	278.501	4.86440691	9.316252	390000000	7	9					
V	II	278.744	6.10023546	10.54819	80000000	5	7					
V	II	278.771	6.10853004	10.5560593	70000000	9	11					
V	II	278.941	6.10136711	10.5461848	80000000	7	9					
V	II	279.238	4.9595856	9.399675	200000000	5	5					
V	II	279.56	4.98361522	9.4185985	210000000	7	7					
V	II	279.617	6.6107803	11.0448558	180000000	15	15					
V	II	279.784	2.02602377	6.4574548	34000000	7	9					
V	II	279.861	2.03601013	6.46621091	35000000	9	11					
V	II	279.958	2.04982878	6.47850268	39000000	11	13					
V	II	280.01	5.01269203	9.4405353	230000000	9	9					
V	II	280.027	1.67265648	6.10023546	56000000	5	5					
V	II	280.081	4.61283474	9.0395636	44000000	7	7					
V	II	280.362	1.67907412	6.10136711	46000000	7	7					
V	II	280.415	2.03601013	6.4574548	2100000	9	9					
V	II	280.429	1.68729343	6.10853004	57000000	9	9					
V	II	280.433	1.67907412	6.10023546	5600000	7	5					
V	II	280.526	2.3763202	6.7960061	23000000	3	1					
V	II	280.636	2.26815109	6.6861207	32000000	5	7					
V	II	280.676	6.10853004	10.5258743	70000000	9	11					
V	II	280.738	2.04982878	6.46621091	2100000	11	11					
V	II	280.906	2.2651312	6.678864	37000000	3	5					
V	II	280.952	1.42765133	5.8406575	3160000	3	3					
V	II	281.034	2.3721639	6.7838806	25000000	5	5					
V	II	281.098	2.26815109	6.678864	88000000	5	5					
V	II	281.109	2.2755849	6.6861207	150000000	7	7					
V	II	281.242	2.3757135	6.7841578	13000000	1	3					
V	II	281.281	2.3763202	6.7841578	13000000	3	3					
V	II	281.299	2.3763202	6.7838806	10700000	3	5					
V	II	281.349	4.65196944	9.05874647	30000000	7	9					
V	II	281.405	5.01269203	9.4185985	27000000	9	7					
V	II	281.573	2.2755849	6.678864	22000000	7	5					
V	II	281.585	1.42765133	5.8307331	11000000	3	1					
V	II	281.752	6.14570669	10.5461848	23000000	7	9					
V	II	281.832	2.2651312	6.6643477	104000000	3	3					
V	II	281.929	4.61283474	9.01054188	80000000	7	5					
V	II	282.026	2.26815109	6.6643477	28000000	5	3					
V	II	282.194	1.79302842	6.18659599	9300000	7	5					
V	II	282.227	6.10136711	10.4944417	40000000	7	7					
V	II	282.293	5.01269203	9.40472481	240000000	9	11					
V	II	282.317	4.9595856	9.3512494	240000000	5	7					
V	II	282.328	4.98361522	9.3751146	230000000	7	9					
V	II	282.353	6.16495019	10.5560593	30000000	9	11					
V	II	282.526	1.4004649	5.7888837	2480000	1	3					
V	II	282.579	4.65196944	9.0395636	41000000	7	7					
V	II	282.663	4.65326737	9.0395636	310000000	9	7					
V	II	282.688	6.10853004	10.4944417	28000000	9	7					
V	II	283.123	2.52221646	6.9013802	75000000	5	3					
V	II	283.149	4.61240284	8.9911635	80000000	1	3					
V	II	283.258	6.14879914	10.5258743	120000000	11	11					
V	II	283.735	1.68729343	6.05701211	22100000	9	11					
V	II	283.772	6.8367459	11.205878	26000000	7	7					
V	II	283.937	2.51443045	6.88104478	2500000	11	11					
V	II	284.092	1.47643598	5.8406575	5900000	5	3					
